VALOR,UNIDAD,VIGENCIADESDE,VIGENCIAHASTA
1313.56,COP,9/1/1998,9/1/1998
1357.14,COP,9/4/1998,13/04/1998
1385.38,COP,9/5/1998,11/5/1998
1386.53,COP,9/6/1998,9/6/1998
1369.12,COP,9/7/1998,9/7/1998
1505.66,COP,9/9/1998,9/9/1998
1587.46,COP,9/10/1998,9/10/1998
1315.7,COP,10/1/1998,13/01/1998
1347.72,COP,10/2/1998,10/2/1998
1354.9,COP,10/3/1998,10/3/1998
1376.25,COP,10/6/1998,10/6/1998
1370.45,COP,10/7/1998,10/7/1998
1493.4,COP,10/9/1998,10/9/1998
1590.64,COP,10/10/1998,13/10/1998
1559.35,COP,10/11/1998,10/11/1998
1541.14,COP,10/12/1998,10/12/1998
1348.23,COP,11/2/1998,11/2/1998
1355.88,COP,11/3/1998,11/3/1998
1383.23,COP,11/6/1998,11/6/1998
1374.23,COP,11/7/1998,13/07/1998
1359.22,COP,11/8/1998,11/8/1998
1506.27,COP,11/9/1998,11/9/1998
1571.76,COP,11/11/1998,11/11/1998
1530.63,COP,11/12/1998,11/12/1998
1348.86,COP,12/2/1998,12/2/1998
1356.63,COP,12/3/1998,12/3/1998
1387.78,COP,12/5/1998,12/5/1998
1388.76,COP,12/6/1998,12/6/1998
1365.58,COP,12/8/1998,12/8/1998
1505.85,COP,12/9/1998,14/09/1998
1577.61,COP,12/11/1998,12/11/1998
1531.13,COP,12/12/1998,14/12/1998
1542.11,COP,1/1/1999,4/1/1999
1533.32,COP,1/4/1999,5/4/1999
1611.48,COP,1/5/1999,3/5/1999
1663.55,COP,1/6/1999,1/6/1999
1736.03,COP,1/7/1999,1/7/1999
1941.25,COP,1/9/1999,1/9/1999
2015.15,COP,1/10/1999,1/10/1999
1922.47,COP,1/12/1999,1/12/1999
1581.27,COP,2/2/1999,2/2/1999
1560.4,COP,2/3/1999,2/3/1999
1657.7,COP,2/6/1999,2/6/1999
1751.26,COP,2/7/1999,2/7/1999
1934.46,COP,2/9/1999,2/9/1999
2004.22,COP,2/10/1999,4/10/1999
1918.63,COP,2/12/1999,2/12/1999
1576.22,COP,3/2/1999,3/2/1999
1557.94,COP,3/3/1999,3/3/1999
1667.88,COP,3/6/1999,3/6/1999
1755.31,COP,3/7/1999,6/7/1999
1813.6,COP,3/8/1999,3/8/1999
1943.23,COP,3/9/1999,3/9/1999
1966.5,COP,3/11/1999,3/11/1999
1911.35,COP,3/12/1999,3/12/1999
1574.07,COP,4/2/1999,4/2/1999
1558.66,COP,4/3/1999,4/3/1999
1613.61,COP,4/5/1999,4/5/1999
1654.75,COP,4/6/1999,4/6/1999
1800.79,COP,4/8/1999,4/8/1999
1943.24,COP,4/9/1999,6/9/1999
1960.7,COP,4/11/1999,4/11/1999
1903.8,COP,4/12/1999,6/12/1999
1545.11,COP,5/1/1999,5/1/1999
1575.69,COP,5/2/1999,5/2/1999
1555.84,COP,5/3/1999,5/3/1999
1603.97,COP,5/5/1999,5/5/1999
1653.96,COP,5/6/1999,8/6/1999
1822.84,COP,5/8/1999,5/8/1999
1992.65,COP,5/10/1999,5/10/1999
1962.16,COP,5/11/1999,5/11/1999
1528.28,COP,6/1/1999,6/1/1999
1570.94,COP,6/2/1999,8/2/1999
1552.37,COP,6/3/1999,8/3/1999
1532.48,COP,6/4/1999,6/4/1999
1610.66,COP,6/5/1999,6/5/1999
1834.97,COP,6/8/1999,6/8/1999
2000.48,COP,6/10/1999,6/10/1999
1959.46,COP,6/11/1999,8/11/1999
1530.48,COP,7/1/1999,7/1/1999
1534.13,COP,7/4/1999,7/4/1999
1618,COP,7/5/1999,7/5/1999
1772.69,COP,7/7/1999,7/7/1999
1849.12,COP,7/8/1999,9/8/1999
1947.31,COP,7/9/1999,7/9/1999
1995.71,COP,7/10/1999,7/10/1999
1886.46,COP,7/12/1999,7/12/1999
1543.22,COP,8/1/1999,8/1/1999
1548.14,COP,8/4/1999,8/4/1999
1631.71,COP,8/5/1999,10/5/1999
1795.36,COP,8/7/1999,8/7/1999
1969.82,COP,8/9/1999,8/9/1999
1993.18,COP,8/10/1999,8/10/1999
1888.99,COP,8/12/1999,9/12/1999
1535.96,COP,9/1/1999,12/1/1999
1562.14,COP,9/2/1999,9/2/1999
1552.44,COP,9/3/1999,9/3/1999
1574.77,COP,9/4/1999,9/4/1999
1672.01,COP,9/6/1999,9/6/1999
1831.1,COP,9/7/1999,9/7/1999
1972.35,COP,9/9/1999,9/9/1999
1992.74,COP,9/10/1999,11/10/1999
1954.56,COP,9/11/1999,9/11/1999
1563.39,COP,10/2/1999,10/2/1999
1550.33,COP,10/3/1999,10/3/1999
1588.17,COP,10/4/1999,12/4/1999
1679.12,COP,10/6/1999,10/6/1999
1840.38,COP,10/7/1999,12/7/1999
1852.8,COP,10/8/1999,10/8/1999
1976.07,COP,10/9/1999,10/9/1999
1948.05,COP,10/11/1999,10/11/1999
1906.91,COP,10/12/1999,10/12/1999
1570.81,COP,11/2/1999,11/2/1999
1545.09,COP,11/3/1999,11/3/1999
1627.3,COP,11/5/1999,11/5/1999
1686.08,COP,11/6/1999,11/6/1999
1855.03,COP,11/8/1999,11/8/1999
1981.41,COP,11/9/1999,13/09/1999
1951.11,COP,11/11/1999,11/11/1999
1900.22,COP,11/12/1999,13/12/1999
1564.04,COP,12/2/1999,12/2/1999
1552.28,COP,12/3/1999,12/3/1999
1631.02,COP,12/5/1999,12/5/1999
1682.09,COP,12/6/1999,15/06/1999
1865.3,COP,12/8/1999,12/8/1999
1992.03,COP,12/10/1999,12/10/1999
1958.41,COP,12/11/1999,12/11/1999
1973.36,COP,1/2/2000,1/2/2000
1948.05,COP,1/3/2000,1/3/2000
1958.12,COP,1/4/2000,3/4/2000
2096.96,COP,1/6/2000,1/6/2000
2150.76,COP,1/7/2000,4/7/2000
2174.55,COP,1/8/2000,1/8/2000
2212.97,COP,1/9/2000,1/9/2000
2147.89,COP,1/11/2000,1/11/2000
2168.6,COP,1/12/2000,1/12/2000
1970.61,COP,2/2/2000,2/2/2000
1950.88,COP,2/3/2000,2/3/2000
2095.1,COP,2/6/2000,2/6/2000
2175.02,COP,2/8/2000,2/8/2000
2214,COP,2/9/2000,4/9/2000
2138.95,COP,2/11/2000,2/11/2000
2174.85,COP,2/12/2000,4/12/2000
1965.61,COP,3/2/2000,3/2/2000
1956.8,COP,3/3/2000,3/3/2000
2001.62,COP,3/5/2000,3/5/2000
2118.57,COP,3/6/2000,6/6/2000
2173.62,COP,3/8/2000,3/8/2000
2210.4,COP,3/10/2000,3/10/2000
2136.73,COP,3/11/2000,3/11/2000
1874.35,COP,4/1/2000,4/1/2000
1947.55,COP,4/2/2000,4/2/2000
1961.16,COP,4/3/2000,6/3/2000
1963.22,COP,4/4/2000,4/4/2000
2015.92,COP,4/5/2000,4/5/2000
2177.67,COP,4/8/2000,4/8/2000
2201.51,COP,4/10/2000,4/10/2000
2139.21,COP,4/11/2000,7/11/2000
1895.97,COP,5/1/2000,5/1/2000
1948.6,COP,5/2/2000,7/2/2000
1964.1,COP,5/4/2000,5/4/2000
2027.26,COP,5/5/2000,5/5/2000
2151.05,COP,5/7/2000,5/7/2000
2180.64,COP,5/8/2000,8/8/2000
2210.32,COP,5/9/2000,5/9/2000
2194.98,COP,5/10/2000,5/10/2000
2180.3,COP,5/12/2000,5/12/2000
1912.69,COP,6/1/2000,6/1/2000
1968.92,COP,6/4/2000,6/4/2000
2033.17,COP,6/5/2000,8/5/2000
2163.44,COP,6/7/2000,6/7/2000
2211.13,COP,6/9/2000,6/9/2000
2185.06,COP,6/10/2000,6/10/2000
2184.18,COP,6/12/2000,6/12/2000
1911.33,COP,7/1/2000,7/1/2000
1965.63,COP,7/3/2000,7/3/2000
1986.96,COP,7/4/2000,7/4/2000
2121.73,COP,7/6/2000,7/6/2000
2168.65,COP,7/7/2000,7/7/2000
2211.11,COP,7/9/2000,7/9/2000
2187.38,COP,7/10/2000,9/10/2000
2174.29,COP,7/12/2000,7/12/2000
1900.14,COP,8/1/2000,11/1/2000
1950.59,COP,8/2/2000,8/2/2000
1964.26,COP,8/3/2000,8/3/2000
1996.24,COP,8/4/2000,10/4/2000
2127.03,COP,8/6/2000,8/6/2000
2165.51,COP,8/7/2000,10/7/2000
2209.18,COP,8/9/2000,8/9/2000
2134.08,COP,8/11/2000,8/11/2000
2176.33,COP,8/12/2000,11/12/2000
1949.54,COP,9/2/2000,9/2/2000
1960.47,COP,9/3/2000,9/3/2000
2044.59,COP,9/5/2000,9/5/2000
2125.3,COP,9/6/2000,9/6/2000
2176.52,COP,9/8/2000,9/8/2000
2204.85,COP,9/9/2000,11/9/2000
2124.84,COP,9/11/2000,9/11/2000
1946.51,COP,10/2/2000,10/2/2000
1959.77,COP,10/3/2000,10/3/2000
2031.86,COP,10/5/2000,10/5/2000
2115.86,COP,10/6/2000,12/6/2000
2176.17,COP,10/8/2000,10/8/2000
2184.26,COP,10/10/2000,10/10/2000
2127.51,COP,10/11/2000,10/11/2000
1952.29,COP,11/2/2000,11/2/2000
1958.48,COP,11/3/2000,13/03/2000
1998.25,COP,11/4/2000,11/4/2000
2021.68,COP,11/5/2000,11/5/2000
2171.63,COP,11/7/2000,11/7/2000
2179.6,COP,11/8/2000,11/8/2000
2182.17,COP,11/10/2000,11/10/2000
2126.41,COP,11/11/2000,14/11/2000
1902.25,COP,12/1/2000,12/1/2000
1948.16,COP,12/2/2000,14/02/2000
1986.75,COP,12/4/2000,12/4/2000
2031.96,COP,12/5/2000,12/5/2000
2182.56,COP,12/7/2000,12/7/2000
2180.89,COP,12/8/2000,14/08/2000
2206.39,COP,12/9/2000,12/9/2000
2175.97,COP,12/10/2000,12/10/2000
2175.57,COP,12/12/2000,12/12/2000
2242.08,COP,1/2/2001,1/2/2001
2259.64,COP,1/3/2001,1/3/2001
2341.09,COP,1/5/2001,2/5/2001
2327.25,COP,1/6/2001,1/6/2001
2293.25,COP,1/8/2001,1/8/2001
2296.85,COP,1/9/2001,3/9/2001
2309.12,COP,1/11/2001,1/11/2001
2303.35,COP,1/12/2001,3/12/2001
2240.04,COP,2/2/2001,2/2/2001
2265.44,COP,2/3/2001,2/3/2001
2319.16,COP,2/6/2001,4/6/2001
2295.19,COP,2/8/2001,2/8/2001
2338.45,COP,2/10/2001,2/10/2001
2309.89,COP,2/11/2001,2/11/2001
2219.6,COP,3/1/2001,3/1/2001
2242.2,COP,3/2/2001,5/2/2001
2264.09,COP,3/3/2001,5/3/2001
2304.19,COP,3/4/2001,3/4/2001
2345.96,COP,3/5/2001,3/5/2001
2298.91,COP,3/8/2001,3/8/2001
2334.24,COP,3/10/2001,3/10/2001
2309.42,COP,3/11/2001,6/11/2001
2224.38,COP,4/1/2001,4/1/2001
2308.64,COP,4/4/2001,4/4/2001
2349.95,COP,4/5/2001,4/5/2001
2300.02,COP,4/7/2001,4/7/2001
2295.72,COP,4/8/2001,6/8/2001
2305.15,COP,4/9/2001,4/9/2001
2336.18,COP,4/10/2001,4/10/2001
2304.13,COP,4/12/2001,4/12/2001
2239.89,COP,5/1/2001,5/1/2001
2315.81,COP,5/4/2001,5/4/2001
2354.47,COP,5/5/2001,7/5/2001
2296.88,COP,5/6/2001,5/6/2001
2303.26,COP,5/7/2001,5/7/2001
2305.28,COP,5/9/2001,5/9/2001
2336.28,COP,5/10/2001,5/10/2001
2314.76,COP,5/12/2001,5/12/2001
2243.16,COP,6/1/2001,9/1/2001
2238.35,COP,6/2/2001,6/2/2001
2259.07,COP,6/3/2001,6/3/2001
2317.46,COP,6/4/2001,6/4/2001
2303.37,COP,6/6/2001,6/6/2001
2303.36,COP,6/7/2001,6/7/2001
2312.87,COP,6/9/2001,6/9/2001
2331.03,COP,6/10/2001,8/10/2001
2315.36,COP,6/12/2001,6/12/2001
2235.03,COP,7/2/2001,7/2/2001
2260.33,COP,7/3/2001,7/3/2001
2318.58,COP,7/4/2001,9/4/2001
2303.38,COP,7/6/2001,7/6/2001
2304.75,COP,7/7/2001,9/7/2001
2291.46,COP,7/8/2001,8/8/2001
2317.02,COP,7/9/2001,7/9/2001
2309.22,COP,7/11/2001,7/11/2001
2314.89,COP,7/12/2001,7/12/2001
2238.09,COP,8/2/2001,8/2/2001
2262.06,COP,8/3/2001,8/3/2001
2359.54,COP,8/5/2001,8/5/2001
2303.41,COP,8/6/2001,8/6/2001
2320.09,COP,8/9/2001,10/9/2001
2306.57,COP,8/11/2001,8/11/2001
2310.9,COP,8/12/2001,10/12/2001
2242.68,COP,9/2/2001,9/2/2001
2262.55,COP,9/3/2001,9/3/2001
2359.22,COP,9/5/2001,9/5/2001
2296.31,COP,9/6/2001,11/6/2001
2295.05,COP,9/8/2001,9/8/2001
2331.02,COP,9/10/2001,9/10/2001
2307.24,COP,9/11/2001,9/11/2001
2235.43,COP,10/1/2001,10/1/2001
2237.58,COP,10/2/2001,12/2/2001
2264.01,COP,10/3/2001,12/3/2001
2315.21,COP,10/4/2001,10/4/2001
2359.98,COP,10/5/2001,10/5/2001
2305.37,COP,10/7/2001,10/7/2001
2291.5,COP,10/8/2001,10/8/2001
2328.91,COP,10/10/2001,10/10/2001
2303.68,COP,10/11/2001,13/11/2001
2230.14,COP,11/1/2001,11/1/2001
2309.84,COP,11/4/2001,11/4/2001
2359.79,COP,11/5/2001,11/5/2001
2306.16,COP,11/7/2001,11/7/2001
2288.03,COP,11/8/2001,13/08/2001
2324.78,COP,11/9/2001,11/9/2001
2320.41,COP,11/10/2001,11/10/2001
2308.41,COP,11/12/2001,11/12/2001
2246.58,COP,12/1/2001,12/1/2001
2314.07,COP,12/4/2001,16/04/2001
2367.3,COP,12/5/2001,14/05/2001
2309.06,COP,12/6/2001,12/6/2001
2312.21,COP,12/7/2001,12/7/2001
2341.28,COP,12/9/2001,12/9/2001
2312.33,COP,12/10/2001,12/10/2001
2306.56,COP,12/12/2001,12/12/2001
2265.99,COP,1/2/2002,1/2/2002
2306.45,COP,1/3/2002,1/3/2002
2275.43,COP,1/5/2002,2/5/2002
2321.68,COP,1/6/2002,4/6/2002
2636.3,COP,1/8/2002,1/8/2002
2850.65,COP,1/10/2002,1/10/2002
2778.6,COP,1/11/2002,1/11/2002
2267.33,COP,2/2/2002,4/2/2002
2306.33,COP,2/3/2002,4/3/2002
2264.57,COP,2/4/2002,2/4/2002
2640.35,COP,2/8/2002,2/8/2002
2885.48,COP,2/10/2002,2/10/2002
2778.47,COP,2/11/2002,5/11/2002
2289.42,COP,3/1/2002,3/1/2002
2257.16,COP,3/4/2002,3/4/2002
2279.56,COP,3/5/2002,3/5/2002
2410.54,COP,3/7/2002,3/7/2002
2643.03,COP,3/8/2002,5/8/2002
2679.51,COP,3/9/2002,3/9/2002
2888.23,COP,3/10/2002,3/10/2002
2812.94,COP,3/12/2002,3/12/2002
2289.91,COP,4/1/2002,4/1/2002
2267.99,COP,4/4/2002,4/4/2002
2286.39,COP,4/5/2002,6/5/2002
2425.42,COP,4/7/2002,4/7/2002
2677.39,COP,4/9/2002,4/9/2002
2881.78,COP,4/10/2002,4/10/2002
2826.1,COP,4/12/2002,4/12/2002
2295.59,COP,5/1/2002,8/1/2002
2266.61,COP,5/2/2002,5/2/2002
2299.15,COP,5/3/2002,5/3/2002
2269.35,COP,5/4/2002,5/4/2002
2324.54,COP,5/6/2002,5/6/2002
2426.4,COP,5/7/2002,5/7/2002
2694.51,COP,5/9/2002,5/9/2002
2876.4,COP,5/10/2002,7/10/2002
2806.63,COP,5/12/2002,5/12/2002
2259.81,COP,6/2/2002,6/2/2002
2293.6,COP,6/3/2002,6/3/2002
2263.03,COP,6/4/2002,8/4/2002
2331.69,COP,6/6/2002,6/6/2002
2434.32,COP,6/7/2002,8/7/2002
2663.81,COP,6/8/2002,6/8/2002
2714.77,COP,6/9/2002,6/9/2002
2774.58,COP,6/11/2002,6/11/2002
2788.72,COP,6/12/2002,6/12/2002
2254.98,COP,7/2/2002,7/2/2002
2290,COP,7/3/2002,7/3/2002
2285.64,COP,7/5/2002,7/5/2002
2335.3,COP,7/6/2002,7/6/2002
2670.61,COP,7/8/2002,8/8/2002
2712.14,COP,7/9/2002,9/9/2002
2761.99,COP,7/11/2002,7/11/2002
2782.4,COP,7/12/2002,9/12/2002
2260.17,COP,8/2/2002,8/2/2002
2289.83,COP,8/3/2002,8/3/2002
2286.6,COP,8/5/2002,8/5/2002
2336.11,COP,8/6/2002,11/6/2002
2869.73,COP,8/10/2002,8/10/2002
2743,COP,8/11/2002,8/11/2002
2306.31,COP,9/1/2002,9/1/2002
2272.76,COP,9/2/2002,11/2/2002
2283.83,COP,9/3/2002,11/3/2002
2255.02,COP,9/4/2002,9/4/2002
2284.93,COP,9/5/2002,9/5/2002
2457.39,COP,9/7/2002,9/7/2002
2649.32,COP,9/8/2002,9/8/2002
2850.98,COP,9/10/2002,9/10/2002
2743.92,COP,9/11/2002,12/11/2002
2306.35,COP,10/1/2002,10/1/2002
2254.45,COP,10/4/2002,10/4/2002
2289.17,COP,10/5/2002,10/5/2002
2462.18,COP,10/7/2002,10/7/2002
2568.8,COP,10/8/2002,12/8/2002
2703.63,COP,10/9/2002,10/9/2002
2854.04,COP,10/10/2002,10/10/2002
2815,COP,10/12/2002,10/12/2002
2311.57,COP,11/1/2002,11/1/2002
2257.78,COP,11/4/2002,11/4/2002
2292,COP,11/5/2002,14/05/2002
2482.21,COP,11/7/2002,11/7/2002
2707.58,COP,11/9/2002,11/9/2002
2870.63,COP,11/10/2002,11/10/2002
2816.42,COP,11/12/2002,11/12/2002
2304.54,COP,12/1/2002,14/01/2002
2283.14,COP,12/2/2002,12/2/2002
2269.88,COP,12/3/2002,12/3/2002
2261.66,COP,12/4/2002,12/4/2002
2340.36,COP,12/6/2002,12/6/2002
2506.84,COP,12/7/2002,12/7/2002
2718.85,COP,12/9/2002,12/9/2002
2861.16,COP,12/10/2002,15/10/2002
2801.01,COP,12/12/2002,12/12/2002
2940.26,COP,1/2/2003,3/2/2003
2957.87,COP,1/3/2003,3/3/2003
2958.15,COP,1/4/2003,1/4/2003
2868.43,COP,1/5/2003,2/5/2003
2879.6,COP,1/8/2003,1/8/2003
2888.21,COP,1/10/2003,1/10/2003
2878.05,COP,1/11/2003,4/11/2003
2958.56,COP,2/4/2003,2/4/2003
2817.63,COP,2/7/2003,2/7/2003
2886.87,COP,2/8/2003,4/8/2003
2907.41,COP,2/10/2003,2/10/2003
2829.08,COP,2/12/2003,2/12/2003
2844.82,COP,3/1/2003,3/1/2003
2956.5,COP,3/4/2003,3/4/2003
2865.94,COP,3/5/2003,5/5/2003
2812.4,COP,3/7/2003,3/7/2003
2841.02,COP,3/9/2003,3/9/2003
2905.12,COP,3/10/2003,3/10/2003
2817.14,COP,3/12/2003,3/12/2003
2841.56,COP,4/1/2003,7/1/2003
2957.4,COP,4/2/2003,4/2/2003
2959.97,COP,4/3/2003,4/3/2003
2951.14,COP,4/4/2003,4/4/2003
2846.16,COP,4/6/2003,4/6/2003
2815.14,COP,4/7/2003,7/7/2003
2826.46,COP,4/9/2003,4/9/2003
2881.88,COP,4/10/2003,6/10/2003
2815.19,COP,4/12/2003,4/12/2003
2966.78,COP,5/2/2003,5/2/2003
2962.06,COP,5/3/2003,5/3/2003
2946.79,COP,5/4/2003,7/4/2003
2849.71,COP,5/6/2003,5/6/2003
2894.58,COP,5/8/2003,5/8/2003
2816.74,COP,5/9/2003,5/9/2003
2869.46,COP,5/11/2003,5/11/2003
2815.33,COP,5/12/2003,5/12/2003
2961.29,COP,6/2/2003,6/2/2003
2960.77,COP,6/3/2003,6/3/2003
2858.37,COP,6/5/2003,6/5/2003
2839.21,COP,6/6/2003,6/6/2003
2901.09,COP,6/8/2003,6/8/2003
2820.46,COP,6/9/2003,8/9/2003
2856.34,COP,6/11/2003,6/11/2003
2808.42,COP,6/12/2003,9/12/2003
2963.28,COP,7/2/2003,7/2/2003
2960.11,COP,7/3/2003,7/3/2003
2856.98,COP,7/5/2003,7/5/2003
2828.2,COP,7/6/2003,9/6/2003
2887.05,COP,7/8/2003,8/8/2003
2872.7,COP,7/10/2003,7/10/2003
2854.17,COP,7/11/2003,7/11/2003
2881.83,COP,8/1/2003,8/1/2003
2954.03,COP,8/2/2003,10/2/2003
2959.75,COP,8/3/2003,10/3/2003
2942.41,COP,8/4/2003,8/4/2003
2866.06,COP,8/5/2003,8/5/2003
2820.85,COP,8/7/2003,8/7/2003
2868.91,COP,8/10/2003,8/10/2003
2843.82,COP,8/11/2003,10/11/2003
2902.92,COP,9/1/2003,9/1/2003
2938.32,COP,9/4/2003,9/4/2003
2848.41,COP,9/5/2003,9/5/2003
2838.88,COP,9/7/2003,9/7/2003
2875.18,COP,9/8/2003,11/8/2003
2822.85,COP,9/9/2003,9/9/2003
2887.59,COP,9/10/2003,9/10/2003
2915.01,COP,10/1/2003,10/1/2003
2920.4,COP,10/4/2003,10/4/2003
2840.04,COP,10/5/2003,12/5/2003
2818.5,COP,10/6/2003,10/6/2003
2846.89,COP,10/7/2003,10/7/2003
2820.2,COP,10/9/2003,10/9/2003
2878.39,COP,10/10/2003,10/10/2003
2822.78,COP,10/12/2003,10/12/2003
2905.77,COP,11/1/2003,13/01/2003
2968.88,COP,11/2/2003,11/2/2003
2961.93,COP,11/3/2003,11/3/2003
2911.74,COP,11/4/2003,11/4/2003
2809.63,COP,11/6/2003,11/6/2003
2855.41,COP,11/7/2003,11/7/2003
2825.28,COP,11/9/2003,11/9/2003
2868.85,COP,11/10/2003,14/10/2003
2840.41,COP,11/11/2003,12/11/2003
2815.45,COP,11/12/2003,11/12/2003
2963.21,COP,12/2/2003,12/2/2003
2962.76,COP,12/3/2003,12/3/2003
2923.07,COP,12/4/2003,14/04/2003
2821.27,COP,12/6/2003,12/6/2003
2856.96,COP,12/7/2003,14/07/2003
2873.51,COP,12/8/2003,12/8/2003
2829.82,COP,12/9/2003,12/9/2003
2808.31,COP,12/12/2003,12/12/2003
2778.21,COP,1/1/2004,2/1/2004
2682.09,COP,1/4/2004,1/4/2004
2655.18,COP,1/5/2004,3/5/2004
2694.09,COP,1/7/2004,1/7/2004
2536.51,COP,1/9/2004,1/9/2004
2608.3,COP,1/10/2004,1/10/2004
2479.18,COP,1/12/2004,1/12/2004
2662.81,COP,2/3/2004,2/3/2004
2671.01,COP,2/4/2004,2/4/2004
2736.39,COP,2/6/2004,2/6/2004
2682.25,COP,2/7/2004,2/7/2004
2538.59,COP,2/9/2004,2/9/2004
2630.81,COP,2/10/2004,4/10/2004
2472.12,COP,2/12/2004,2/12/2004
2777.96,COP,3/1/2004,5/1/2004
2738.15,COP,3/2/2004,3/2/2004
2660.42,COP,3/3/2004,3/3/2004
2666.55,COP,3/4/2004,5/4/2004
2727.68,COP,3/6/2004,3/6/2004
2674.1,COP,3/7/2004,6/7/2004
2613.58,COP,3/8/2004,3/8/2004
2552.78,COP,3/9/2004,3/9/2004
2568.08,COP,3/11/2004,3/11/2004
2481.93,COP,3/12/2004,3/12/2004
2747.28,COP,4/2/2004,4/2/2004
2670.97,COP,4/3/2004,4/3/2004
2670.92,COP,4/5/2004,4/5/2004
2722.69,COP,4/6/2004,4/6/2004
2605.85,COP,4/8/2004,4/8/2004
2564.89,COP,4/9/2004,7/9/2004
2561.28,COP,4/11/2004,4/11/2004
2475.23,COP,4/12/2004,6/12/2004
2750.67,COP,5/2/2004,5/2/2004
2676.41,COP,5/3/2004,5/3/2004
2664.79,COP,5/5/2004,5/5/2004
2715.37,COP,5/6/2004,7/6/2004
2609.39,COP,5/8/2004,5/8/2004
2629.65,COP,5/10/2004,5/10/2004
2550.37,COP,5/11/2004,5/11/2004
2778.92,COP,6/1/2004,6/1/2004
2748.9,COP,6/2/2004,6/2/2004
2673.29,COP,6/3/2004,8/3/2004
2667.06,COP,6/4/2004,6/4/2004
2658.43,COP,6/5/2004,6/5/2004
2609.61,COP,6/8/2004,6/8/2004
2608.36,COP,6/10/2004,6/10/2004
2547.79,COP,6/11/2004,8/11/2004
2765.76,COP,7/1/2004,7/1/2004
2757.14,COP,7/2/2004,9/2/2004
2663.05,COP,7/4/2004,7/4/2004
2690.68,COP,7/5/2004,7/5/2004
2672.95,COP,7/7/2004,7/7/2004
2602.91,COP,7/8/2004,9/8/2004
2603.34,COP,7/10/2004,7/10/2004
2466.71,COP,7/12/2004,7/12/2004
2758.83,COP,8/1/2004,8/1/2004
2659.05,COP,8/4/2004,12/4/2004
2708.02,COP,8/5/2004,10/5/2004
2707.33,COP,8/6/2004,8/6/2004
2675.05,COP,8/7/2004,8/7/2004
2552.74,COP,8/9/2004,8/9/2004
2601.7,COP,8/10/2004,8/10/2004
2455.12,COP,8/12/2004,9/12/2004
2750.89,COP,9/1/2004,9/1/2004
2675.65,COP,9/3/2004,9/3/2004
2705.97,COP,9/6/2004,9/6/2004
2677.42,COP,9/7/2004,9/7/2004
2536,COP,9/9/2004,9/9/2004
2583.74,COP,9/10/2004,12/10/2004
2544.65,COP,9/11/2004,9/11/2004
2754.33,COP,10/1/2004,13/01/2004
2741.17,COP,10/2/2004,10/2/2004
2679.22,COP,10/3/2004,10/3/2004
2719.34,COP,10/6/2004,10/6/2004
2668.83,COP,10/7/2004,12/7/2004
2597.71,COP,10/8/2004,10/8/2004
2523.08,COP,10/9/2004,10/9/2004
2542.2,COP,10/11/2004,10/11/2004
2464.19,COP,10/12/2004,10/12/2004
2735.5,COP,11/2/2004,11/2/2004
2685.17,COP,11/3/2004,11/3/2004
2731.79,COP,11/5/2004,11/5/2004
2732.4,COP,11/6/2004,11/6/2004
2598.98,COP,11/8/2004,11/8/2004
2535.29,COP,11/9/2004,13/09/2004
2540.47,COP,11/11/2004,12/11/2004
2440.72,COP,11/12/2004,13/12/2004
2736.94,COP,12/2/2004,12/2/2004
2683.08,COP,12/3/2004,12/3/2004
2729.54,COP,12/5/2004,12/5/2004
2734.94,COP,12/6/2004,15/06/2004
2606.93,COP,12/8/2004,12/8/2004
2363.75,COP,1/2/2005,1/2/2005
2327.98,COP,1/3/2005,1/3/2005
2363.23,COP,1/4/2005,1/4/2005
2338.89,COP,1/6/2005,1/6/2005
2324.22,COP,1/7/2005,1/7/2005
2302.78,COP,1/9/2005,1/9/2005
2288.22,COP,1/10/2005,3/10/2005
2287.51,COP,1/11/2005,1/11/2005
2274.71,COP,1/12/2005,1/12/2005
2358.16,COP,2/2/2005,2/2/2005
2329.67,COP,2/3/2005,2/3/2005
2365.98,COP,2/4/2005,4/4/2005
2339.67,COP,2/6/2005,2/6/2005
2324.69,COP,2/7/2005,5/7/2005
2308.42,COP,2/8/2005,2/8/2005
2298.85,COP,2/9/2005,2/9/2005
2285.83,COP,2/11/2005,2/11/2005
2272.95,COP,2/12/2005,2/12/2005
2364.13,COP,3/2/2005,3/2/2005
2333.65,COP,3/3/2005,3/3/2005
2349.59,COP,3/5/2005,3/5/2005
2336.65,COP,3/6/2005,3/6/2005
2305.95,COP,3/8/2005,3/8/2005
2295.31,COP,3/9/2005,6/9/2005
2285.24,COP,3/11/2005,3/11/2005
2274.39,COP,3/12/2005,5/12/2005
2338.84,COP,4/1/2005,4/1/2005
2365.08,COP,4/2/2005,4/2/2005
2333.7,COP,4/3/2005,4/3/2005
2345.45,COP,4/5/2005,4/5/2005
2330.93,COP,4/6/2005,7/6/2005
2306.51,COP,4/8/2005,4/8/2005
2289.13,COP,4/10/2005,4/10/2005
2283.78,COP,4/11/2005,4/11/2005
2315.45,COP,5/1/2005,5/1/2005
2361.92,COP,5/2/2005,7/2/2005
2338.93,COP,5/3/2005,7/3/2005
2374.47,COP,5/4/2005,5/4/2005
2337.08,COP,5/5/2005,5/5/2005
2307.4,COP,5/8/2005,5/8/2005
2289.79,COP,5/10/2005,5/10/2005
