VALOR,UNIDAD,VIGENCIADESDE,VIGENCIAHASTA
877.45,COP,16/05/1995,16/05/1995
1066.61,COP,16/05/1996,16/05/1996
1074.52,COP,16/05/1997,16/05/1997
1383.31,COP,16/05/1998,18/05/1998
2035.54,COP,16/05/2000,16/05/2000
2376.93,COP,16/05/2001,16/05/2001
2300.02,COP,16/05/2002,16/05/2002
2827.99,COP,16/05/2003,16/05/2003
2424.27,COP,16/05/2006,16/05/2006
1995.17,COP,16/05/2007,16/05/2007
1792.94,COP,16/05/2008,16/05/2008
2252.8,COP,16/05/2009,18/05/2009
1778.37,COP,16/05/2012,16/05/2012
1843.75,COP,16/05/2013,16/05/2013
1927.8,COP,16/05/2014,16/05/2014
2417.01,COP,16/05/2015,19/05/2015
2883.87,COP,16/05/2017,16/05/2017
2889.87,COP,16/05/2018,16/05/2018
3295.51,COP,16/05/2019,16/05/2019
3926.06,COP,16/05/2020,18/05/2020
671.36,COP,16/06/1992,16/06/1992
785.9,COP,16/06/1993,16/06/1993
833.35,COP,16/06/1994,16/06/1994
872.54,COP,16/06/1995,16/06/1995
1694.56,COP,16/06/1999,16/06/1999
2110.57,COP,16/06/2000,16/06/2000
2303.13,COP,16/06/2001,19/06/2001
2735.05,COP,16/06/2004,16/06/2004
2330.33,COP,16/06/2005,16/06/2005
2564.3,COP,16/06/2006,16/06/2006
1920.25,COP,16/06/2007,19/06/2007
1917.82,COP,16/06/2010,16/06/2010
1781.4,COP,16/06/2011,16/06/2011
1786.21,COP,16/06/2012,19/06/2012
2989.56,COP,16/06/2016,16/06/2016
2953.83,COP,16/06/2017,16/06/2017
2890.06,COP,16/06/2018,18/06/2018
717.45,COP,16/07/1992,16/07/1992
797.06,COP,16/07/1993,16/07/1993
821.04,COP,16/07/1994,18/07/1994
1065.58,COP,16/07/1996,16/07/1996
1099.25,COP,16/07/1997,16/07/1997
1378.01,COP,16/07/1998,16/07/1998
1823.29,COP,16/07/1999,16/07/1999
2507.21,COP,16/07/2002,16/07/2002
2879.37,COP,16/07/2003,16/07/2003
2642.78,COP,16/07/2004,16/07/2004
2332.07,COP,16/07/2005,18/07/2005
1777.17,COP,16/07/2008,16/07/2008
2018.93,COP,16/07/2009,16/07/2009
1871.96,COP,16/07/2010,16/07/2010
1750.9,COP,16/07/2011,18/07/2011
1893.16,COP,16/07/2013,16/07/2013
1867.88,COP,16/07/2014,16/07/2014
2713.04,COP,16/07/2015,16/07/2015
2923.46,COP,16/07/2016,18/07/2016
3190.66,COP,16/07/2019,16/07/2019
3611.61,COP,16/07/2020,16/07/2020
928.25,COP,16/08/1995,16/08/1995
1051.82,COP,16/08/1996,16/08/1996
1129.05,COP,16/08/1997,19/08/1997
2185.45,COP,16/08/2000,16/08/2000
2291.41,COP,16/08/2001,16/08/2001
2648.77,COP,16/08/2002,16/08/2002
2861.34,COP,16/08/2003,19/08/2003
2362.28,COP,16/08/2006,16/08/2006
2048.44,COP,16/08/2007,16/08/2007
1882.11,COP,16/08/2008,19/08/2008
1817.18,COP,16/08/2012,16/08/2012
1901.03,COP,16/08/2013,16/08/2013
1884.81,COP,16/08/2014,19/08/2014
2974.7,COP,16/08/2017,16/08/2017
3046.76,COP,16/08/2018,16/08/2018
3447.76,COP,16/08/2019,16/08/2019
696.84,COP,16/09/1992,16/09/1992
811.75,COP,16/09/1993,16/09/1993
833.1,COP,16/09/1994,16/09/1994
960.91,COP,16/09/1995,18/09/1995
1245.06,COP,16/09/1997,16/09/1997
1516.92,COP,16/09/1998,16/09/1998
1967.58,COP,16/09/1999,16/09/1999
2210.34,COP,16/09/2000,18/09/2000
2824.53,COP,16/09/2003,16/09/2003
2536.4,COP,16/09/2004,16/09/2004
2299.82,COP,16/09/2005,16/09/2005
2390.66,COP,16/09/2006,18/09/2006
2071.29,COP,16/09/2008,16/09/2008
1986.86,COP,16/09/2009,16/09/2009
1806.78,COP,16/09/2010,16/09/2010
1822.04,COP,16/09/2011,16/09/2011
1987.71,COP,16/09/2014,16/09/2014
3025.28,COP,16/09/2015,16/09/2015
2938.5,COP,16/09/2016,16/09/2016
2897.83,COP,16/09/2017,18/09/2017
3683.49,COP,16/09/2020,16/09/2020
708.21,COP,16/10/1992,16/10/1992
813.28,COP,16/10/1993,19/10/1993
1019.22,COP,16/10/1996,16/10/1996
1263.79,COP,16/10/1997,16/10/1997
1594.19,COP,16/10/1998,16/10/1998
1977.04,COP,16/10/1999,19/10/1999
2852.99,COP,16/10/2002,16/10/2002
2873.7,COP,16/10/2003,16/10/2003
2562.56,COP,16/10/2004,19/10/2004
2316.54,COP,16/10/2008,16/10/2008
1838.26,COP,16/10/2009,16/10/2009
1807.88,COP,16/10/2010,19/10/2010
1883.7,COP,16/10/2013,16/10/2013
2057.7,COP,16/10/2014,16/10/2014
2908.87,COP,16/10/2015,16/10/2015
3451.33,COP,16/10/2019,16/10/2019
3854.47,COP,16/10/2020,16/10/2020
826.45,COP,16/11/1994,16/11/1994
1001.62,COP,16/11/1995,16/11/1995
999.68,COP,16/11/1996,18/11/1996
2125.31,COP,16/11/2000,16/11/2000
2311.57,COP,16/11/2001,16/11/2001
2703.75,COP,16/11/2002,18/11/2002
2280.43,COP,16/11/2005,16/11/2005
2274.26,COP,16/11/2006,16/11/2006
2044.7,COP,16/11/2007,16/11/2007
1915.41,COP,16/11/2011,16/11/2011
1822.61,COP,16/11/2012,16/11/2012
1919.89,COP,16/11/2013,18/11/2013
3124.91,COP,16/11/2016,16/11/2016
3023.88,COP,16/11/2017,16/11/2017
3198.29,COP,16/11/2018,16/11/2018
3421.26,COP,16/11/2019,18/11/2019
736.2,COP,16/12/1992,16/12/1992
799.43,COP,16/12/1993,16/12/1993
827.6,COP,16/12/1994,16/12/1994
988.94,COP,16/12/1995,18/12/1995
1304.02,COP,16/12/1997,16/12/1997
1529.07,COP,16/12/1998,16/12/1998
1874.14,COP,16/12/1999,16/12/1999
2175.91,COP,16/12/2000,18/12/2000
2807.25,COP,16/12/2003,16/12/2003
2376.37,COP,16/12/2004,16/12/2004
2276.7,COP,16/12/2005,16/12/2005
2262.15,COP,16/12/2006,18/12/2006
2254.5,COP,16/12/2008,16/12/2008
2001.86,COP,16/12/2009,16/12/2009
1905.84,COP,16/12/2010,16/12/2010
1935.96,COP,16/12/2011,16/12/2011
2414.39,COP,16/12/2014,16/12/2014
3328.08,COP,16/12/2015,16/12/2015
3000.47,COP,16/12/2016,16/12/2016
2996.61,COP,16/12/2017,18/12/2017
652.91,COP,17/01/1992,17/01/1992
846.61,COP,17/01/1995,17/01/1995
1011.72,COP,17/01/1996,17/01/1996
1018.15,COP,17/01/1997,17/01/1997
1322.16,COP,17/01/1998,19/01/1998
2245.89,COP,17/01/2001,17/01/2001
2265.66,COP,17/01/2002,17/01/2002
2928.19,COP,17/01/2003,17/01/2003
2728.7,COP,17/01/2004,20/01/2004
2221.96,COP,17/01/2007,17/01/2007
1960.49,COP,17/01/2008,17/01/2008
2227.68,COP,17/01/2009,20/01/2009
1775.15,COP,17/01/2013,17/01/2013
1947.15,COP,17/01/2014,17/01/2014
2383.91,COP,17/01/2015,20/01/2015
2868.03,COP,17/01/2018,17/01/2018
3124.96,COP,17/01/2019,17/01/2019
3313.4,COP,17/01/2020,17/01/2020
749.69,COP,17/02/1993,17/02/1993
816.1,COP,17/02/1994,17/02/1994
848.9,COP,17/02/1995,17/02/1995
1029.5,COP,17/02/1996,19/02/1996
1350.97,COP,17/02/1998,17/02/1998
1561.53,COP,17/02/1999,17/02/1999
1946.79,COP,17/02/2000,17/02/2000
2238.51,COP,17/02/2001,19/02/2001
2331.7,COP,17/02/2005,17/02/2005
2254.11,COP,17/02/2006,17/02/2006
2221.7,COP,17/02/2007,20/02/2007
1925.79,COP,17/02/2010,17/02/2010
1907.69,COP,17/02/2011,17/02/2011
1792.92,COP,17/02/2012,17/02/2012
3406.87,COP,17/02/2016,17/02/2016
2875.68,COP,17/02/2017,17/02/2017
2853.16,COP,17/02/2018,20/02/2018
644.13,COP,17/03/1992,17/03/1992
765.06,COP,17/03/1993,17/03/1993
820.44,COP,17/03/1994,17/03/1994
865.63,COP,17/03/1995,17/03/1995
1358.66,COP,17/03/1998,17/03/1998
1561.74,COP,17/03/1999,17/03/1999
1950.01,COP,17/03/2000,17/03/2000
2282.96,COP,17/03/2001,20/03/2001
2648.97,COP,17/03/2004,17/03/2004
2386.47,COP,17/03/2005,17/03/2005
2258.01,COP,17/03/2006,17/03/2006
2204.05,COP,17/03/2007,20/03/2007
2390.96,COP,17/03/2009,17/03/2009
1896.15,COP,17/03/2010,17/03/2010
1892.62,COP,17/03/2011,17/03/2011
1758.38,COP,17/03/2012,20/03/2012
2675.08,COP,17/03/2015,17/03/2015
3155.9,COP,17/03/2016,17/03/2016
2923.96,COP,17/03/2017,17/03/2017
2852.48,COP,17/03/2018,20/03/2018
4099.93,COP,17/03/2020,17/03/2020
773.22,COP,17/04/1993,19/04/1993
1054.41,COP,17/04/1996,17/04/1996
1056.91,COP,17/04/1997,17/04/1997
1360.74,COP,17/04/1998,17/04/1998
1578.93,COP,17/04/1999,19/04/1999
2320.18,COP,17/04/2001,17/04/2001
2262.56,COP,17/04/2002,17/04/2002
2918.01,COP,17/04/2003,21/04/2003
2620.19,COP,17/04/2004,19/04/2004
2136.82,COP,17/04/2007,17/04/2007
1798.89,COP,17/04/2008,17/04/2008
2344.98,COP,17/04/2009,17/04/2009
1942.21,COP,17/04/2010,19/04/2010
1775.67,COP,17/04/2012,17/04/2012
1833.98,COP,17/04/2013,17/04/2013
1930.62,COP,17/04/2014,21/04/2014
2493.93,COP,17/04/2015,17/04/2015
2726.47,COP,17/04/2018,17/04/2018
3160.87,COP,17/04/2019,17/04/2019
3942.92,COP,17/04/2020,17/04/2020
875.17,COP,17/05/1995,17/05/1995
1065.88,COP,17/05/1996,17/05/1996
1072.24,COP,17/05/1997,19/05/1997
2037.1,COP,17/05/2000,17/05/2000
2378.21,COP,17/05/2001,17/05/2001
2314.21,COP,17/05/2002,17/05/2002
2816.46,COP,17/05/2003,19/05/2003
2347.25,COP,17/05/2005,17/05/2005
2410.96,COP,17/05/2006,17/05/2006
1988.01,COP,17/05/2007,17/05/2007
1785.04,COP,17/05/2008,19/05/2008
1814.98,COP,17/05/2011,17/05/2011
1793.61,COP,17/05/2012,17/05/2012
1838.82,COP,17/05/2013,17/05/2013
1925.41,COP,17/05/2014,19/05/2014
3007.74,COP,17/05/2016,17/05/2016
2873.22,COP,17/05/2017,17/05/2017
2865.37,COP,17/05/2018,17/05/2018
3290.27,COP,17/05/2019,17/05/2019
675.76,COP,17/06/1992,17/06/1992
786.64,COP,17/06/1993,17/06/1993
831.28,COP,17/06/1994,17/06/1994
873.91,COP,17/06/1995,19/06/1995
1082.43,COP,17/06/1997,17/06/1997
1388.5,COP,17/06/1998,17/06/1998
1698.55,COP,17/06/1999,17/06/1999
2114.8,COP,17/06/2000,19/06/2000
2818.62,COP,17/06/2003,17/06/2003
2725.87,COP,17/06/2004,17/06/2004
2326.43,COP,17/06/2005,17/06/2005
2559.04,COP,17/06/2006,20/06/2006
1684.52,COP,17/06/2008,17/06/2008
2014.91,COP,17/06/2009,17/06/2009
1912.29,COP,17/06/2010,17/06/2010
1793.92,COP,17/06/2011,17/06/2011
1886.62,COP,17/06/2014,17/06/2014
2531.72,COP,17/06/2015,17/06/2015
3019.12,COP,17/06/2016,17/06/2016
2961.68,COP,17/06/2017,20/06/2017
3741.88,COP,17/06/2020,17/06/2020
717.7,COP,17/07/1992,17/07/1992
797.31,COP,17/07/1993,19/07/1993
1064.82,COP,17/07/1996,17/07/1996
1100.83,COP,17/07/1997,17/07/1997
1376.74,COP,17/07/1998,17/07/1998
1821.95,COP,17/07/1999,19/07/1999
2302.56,COP,17/07/2001,17/07/2001
2499.92,COP,17/07/2002,17/07/2002
2888.57,COP,17/07/2003,17/07/2003
2628.3,COP,17/07/2004,19/07/2004
1942.43,COP,17/07/2007,17/07/2007
1768.53,COP,17/07/2008,17/07/2008
2025.71,COP,17/07/2009,17/07/2009
1878.77,COP,17/07/2010,19/07/2010
1778.42,COP,17/07/2012,17/07/2012
1878.42,COP,17/07/2013,17/07/2013
1868.41,COP,17/07/2014,17/07/2014
2727.23,COP,17/07/2015,17/07/2015
2868.96,COP,17/07/2018,17/07/2018
3199.72,COP,17/07/2019,17/07/2019
3627.86,COP,17/07/2020,17/07/2020
814.4,COP,17/08/1994,17/08/1994
944.55,COP,17/08/1995,17/08/1995
1047.9,COP,17/08/1996,20/08/1996
2185.46,COP,17/08/2000,17/08/2000
2288.18,COP,17/08/2001,17/08/2001
2663.61,COP,17/08/2002,20/08/2002
2301.74,COP,17/08/2005,17/08/2005
2356.49,COP,17/08/2006,17/08/2006
2124.4,COP,17/08/2007,17/08/2007
1776.66,COP,17/08/2011,17/08/2011
1825.52,COP,17/08/2012,17/08/2012
1907.06,COP,17/08/2013,20/08/2013
2905.3,COP,17/08/2016,17/08/2016
2967.32,COP,17/08/2017,17/08/2017
3019.55,COP,17/08/2018,17/08/2018
3441.4,COP,17/08/2019,20/08/2019
695.7,COP,17/09/1992,17/09/1992
811.93,COP,17/09/1993,17/09/1993
837.21,COP,17/09/1994,19/09/1994
1042.8,COP,17/09/1996,17/09/1996
1243.58,COP,17/09/1997,17/09/1997
1520.63,COP,17/09/1998,17/09/1998
1977.52,COP,17/09/1999,17/09/1999
2758.95,COP,17/09/2002,17/09/2002
2823.79,COP,17/09/2003,17/09/2003
2522.57,COP,17/09/2004,17/09/2004
2301.99,COP,17/09/2005,19/09/2005
2109.37,COP,17/09/2008,17/09/2008
1960.76,COP,17/09/2009,17/09/2009
1811.55,COP,17/09/2010,17/09/2010
1820.29,COP,17/09/2011,19/09/2011
1917.03,COP,17/09/2013,17/09/2013
1978.08,COP,17/09/2014,17/09/2014
2989.04,COP,17/09/2015,17/09/2015
2956.58,COP,17/09/2016,19/09/2016
3364.43,COP,17/09/2019,17/09/2019
3703.86,COP,17/09/2020,17/09/2020
707.13,COP,17/10/1992,19/10/1992
987,COP,17/10/1995,17/10/1995
1018.5,COP,17/10/1996,17/10/1996
1268.87,COP,17/10/1997,17/10/1997
1596.21,COP,17/10/1998,19/10/1998
2303.3,COP,17/10/2001,17/10/2001
2857.13,COP,17/10/2002,17/10/2002
2867.75,COP,17/10/2003,17/10/2003
2004.58,COP,17/10/2007,17/10/2007
2304.68,COP,17/10/2008,17/10/2008
1843.81,COP,17/10/2009,19/10/2009
1797.81,COP,17/10/2012,17/10/2012
1880.91,COP,17/10/2013,17/10/2013
2074.4,COP,17/10/2014,17/10/2014
2879.89,COP,17/10/2015,19/10/2015
3055.93,COP,17/10/2018,17/10/2018
3459.55,COP,17/10/2019,17/10/2019
3846.48,COP,17/10/2020,19/10/2020
815.18,COP,17/11/1993,17/11/1993
828.74,COP,17/11/1994,17/11/1994
1002.25,COP,17/11/1995,17/11/1995
1961.7,COP,17/11/1999,17/11/1999
2121.64,COP,17/11/2000,17/11/2000
2314.33,COP,17/11/2001,19/11/2001
2535.89,COP,17/11/2004,17/11/2004
2278.23,COP,17/11/2005,17/11/2005
2276.37,COP,17/11/2006,17/11/2006
2040.35,COP,17/11/2007,19/11/2007
1880.98,COP,17/11/2010,17/11/2010
1912.2,COP,17/11/2011,17/11/2011
1823.46,COP,17/11/2012,19/11/2012
3131.11,COP,17/11/2016,17/11/2016
3015.79,COP,17/11/2017,17/11/2017
3173.59,COP,17/11/2018,19/11/2018
626.23,COP,17/12/1991,17/12/1991
734.98,COP,17/12/1992,17/12/1992
804.89,COP,17/12/1993,17/12/1993
829.72,COP,17/12/1994,19/12/1994
1001.58,COP,17/12/1996,17/12/1996
1296.3,COP,17/12/1997,17/12/1997
1523.8,COP,17/12/1998,17/12/1998
1879.55,COP,17/12/1999,17/12/1999
2807.61,COP,17/12/2002,17/12/2002
2793.06,COP,17/12/2003,17/12/2003
2365.75,COP,17/12/2004,17/12/2004
2277.85,COP,17/12/2005,19/12/2005
2223.3,COP,17/12/2008,17/12/2008
2005.09,COP,17/12/2009,17/12/2009
1916.09,COP,17/12/2010,17/12/2010
1935.64,COP,17/12/2011,19/12/2011
1934.95,COP,17/12/2013,17/12/2013
2446.35,COP,17/12/2014,17/12/2014
3317.72,COP,17/12/2015,17/12/2015
2997.2,COP,17/12/2016,19/12/2016
3364.24,COP,17/12/2019,17/12/2019
645.35,COP,18/01/1992,20/01/1992
816.91,COP,18/01/1994,18/01/1994
847.61,COP,18/01/1995,18/01/1995
1010.34,COP,18/01/1996,18/01/1996
1020.9,COP,18/01/1997,20/01/1997
1919.21,COP,18/01/2000,18/01/2000
2236.46,COP,18/01/2001,18/01/2001
2265.01,COP,18/01/2002,18/01/2002
2923.58,COP,18/01/2003,20/01/2003
2270.88,COP,18/01/2006,18/01/2006
2224.22,COP,18/01/2007,18/01/2007
1947.6,COP,18/01/2008,18/01/2008
1836.34,COP,18/01/2012,18/01/2012
1767.78,COP,18/01/2013,18/01/2013
1957.86,COP,18/01/2014,21/01/2014
2924.77,COP,18/01/2017,18/01/2017
2851.13,COP,18/01/2018,18/01/2018
3140.19,COP,18/01/2019,18/01/2019
3320.77,COP,18/01/2020,21/01/2020
635.66,COP,18/02/1992,18/02/1992
750.75,COP,18/02/1993,18/02/1993
815.19,COP,18/02/1994,18/02/1994
849.41,COP,18/02/1995,20/02/1995
1076.04,COP,18/02/1997,18/02/1997
1350.23,COP,18/02/1998,18/02/1998
1569.4,COP,18/02/1999,18/02/1999
1945.31,COP,18/02/2000,18/02/2000
2934.58,COP,18/02/2003,18/02/2003
2715.2,COP,18/02/2004,18/02/2004
2327.45,COP,18/02/2005,18/02/2005
2253.89,COP,18/02/2006,21/02/2006
2554.4,COP,18/02/2009,18/02/2009
1928.79,COP,18/02/2010,18/02/2010
1893.46,COP,18/02/2011,18/02/2011
1779.81,COP,18/02/2012,21/02/2012
2416.37,COP,18/02/2015,18/02/2015
3391.87,COP,18/02/2016,18/02/2016
2902.81,COP,18/02/2017,21/02/2017
643.83,COP,18/03/1992,18/03/1992
766.12,COP,18/03/1993,18/03/1993
820.91,COP,18/03/1994,18/03/1994
863.77,COP,18/03/1995,20/03/1995
1059.87,COP,18/03/1997,18/03/1997
1359.96,COP,18/03/1998,18/03/1998
1554.85,COP,18/03/1999,18/03/1999
1952.98,COP,18/03/2000,21/03/2000
2956.47,COP,18/03/2003,18/03/2003
2650.21,COP,18/03/2004,18/03/2004
2374.46,COP,18/03/2005,18/03/2005
2257.01,COP,18/03/2006,21/03/2006
1857.55,COP,18/03/2008,18/03/2008
2390.98,COP,18/03/2009,18/03/2009
1893.42,COP,18/03/2010,18/03/2010
1876.78,COP,18/03/2011,18/03/2011
2035.16,COP,18/03/2014,18/03/2014
2677.97,COP,18/03/2015,18/03/2015
3087.39,COP,18/03/2016,18/03/2016
2912.53,COP,18/03/2017,21/03/2017
4044.55,COP,18/03/2020,18/03/2020
871.87,COP,18/04/1995,18/04/1995
1054.03,COP,18/04/1996,18/04/1996
1054.35,COP,18/04/1997,18/04/1997
1360.49,COP,18/04/1998,20/04/1998
1996.29,COP,18/04/2000,18/04/2000
2319.57,COP,18/04/2001,18/04/2001
2261.12,COP,18/04/2002,18/04/2002
2366.15,COP,18/04/2006,18/04/2006
2141.35,COP,18/04/2007,18/04/2007
1792.87,COP,18/04/2008,18/04/2008
2343.34,COP,18/04/2009,20/04/2009
1769.07,COP,18/04/2012,18/04/2012
1846.46,COP,18/04/2013,18/04/2013
2495.01,COP,18/04/2015,20/04/2015
2854.89,COP,18/04/2017,18/04/2017
2725.66,COP,18/04/2018,18/04/2018
3160.48,COP,18/04/2019,22/04/2019
3973.06,COP,18/04/2020,20/04/2020
781.42,COP,18/05/1993,18/05/1993
842.21,COP,18/05/1994,18/05/1994
874.74,COP,18/05/1995,18/05/1995
1066.47,COP,18/05/1996,21/05/1996
2047.79,COP,18/05/2000,18/05/2000
2378.41,COP,18/05/2001,18/05/2001
2332.68,COP,18/05/2002,20/05/2002
2713.3,COP,18/05/2004,18/05/2004
2341.72,COP,18/05/2005,18/05/2005
2435.52,COP,18/05/2006,18/05/2006
1990.43,COP,18/05/2007,18/05/2007
1826.03,COP,18/05/2011,18/05/2011
1804.92,COP,18/05/2012,18/05/2012
1841.35,COP,18/05/2013,20/05/2013
3020.89,COP,18/05/2016,18/05/2016
2893.4,COP,18/05/2017,18/05/2017
2886.23,COP,18/05/2018,18/05/2018
3313.72,COP,18/05/2019,20/05/2019
680.17,COP,18/06/1992,18/06/1992
787.49,COP,18/06/1993,18/06/1993
826.61,COP,18/06/1994,20/06/1994
1086,COP,18/06/1997,18/06/1997
1394.39,COP,18/06/1998,18/06/1998
1693.75,COP,18/06/1999,18/06/1999
2379.92,COP,18/06/2002,18/06/2002
2828.96,COP,18/06/2003,18/06/2003
2713.07,COP,18/06/2004,18/06/2004
2322.05,COP,18/06/2005,20/06/2005
1655.42,COP,18/06/2008,18/06/2008
2071.29,COP,18/06/2009,18/06/2009
1902.78,COP,18/06/2010,18/06/2010
1787.8,COP,18/06/2011,20/06/2011
1883.57,COP,18/06/2013,18/06/2013
1899.9,COP,18/06/2014,18/06/2014
2550.43,COP,18/06/2015,18/06/2015
3010.91,COP,18/06/2016,20/06/2016
3286.63,COP,18/06/2019,18/06/2019
3749.03,COP,18/06/2020,18/06/2020
715.11,COP,18/07/1992,21/07/1992
891.76,COP,18/07/1995,18/07/1995
1062.86,COP,18/07/1996,18/07/1996
1102.48,COP,18/07/1997,18/07/1997
1381.54,COP,18/07/1998,21/07/1998
2144.01,COP,18/07/2000,18/07/2000
2298.76,COP,18/07/2001,18/07/2001
2524.76,COP,18/07/2002,18/07/2002
2883.9,COP,18/07/2003,18/07/2003
2556.72,COP,18/07/2006,18/07/2006
1931.04,COP,18/07/2007,18/07/2007
1757.79,COP,18/07/2008,18/07/2008
2006.82,COP,18/07/2009,21/07/2009
1778.97,COP,18/07/2012,18/07/2012
1873.25,COP,18/07/2013,18/07/2013
1872.27,COP,18/07/2014,18/07/2014
2751.88,COP,18/07/2015,21/07/2015
3030.6,COP,18/07/2017,18/07/2017
2878.28,COP,18/07/2018,18/07/2018
3189.21,COP,18/07/2019,18/07/2019
3651.93,COP,18/07/2020,21/07/2020
804.76,COP,18/08/1993,18/08/1993
813.93,COP,18/08/1994,18/08/1994
947.22,COP,18/08/1995,18/08/1995
1880.39,COP,18/08/1999,18/08/1999
2185.75,COP,18/08/2000,18/08/2000
2285.06,COP,18/08/2001,21/08/2001
2608.88,COP,18/08/2004,18/08/2004
2303.2,COP,18/08/2005,18/08/2005
2366.36,COP,18/08/2006,18/08/2006
2113.54,COP,18/08/2007,21/08/2007
1810.75,COP,18/08/2010,18/08/2010
1767.29,COP,18/08/2011,18/08/2011
1822.59,COP,18/08/2012,21/08/2012
2918.07,COP,18/08/2016,18/08/2016
2980.03,COP,18/08/2017,18/08/2017
3024.02,COP,18/08/2018,21/08/2018
696.66,COP,18/09/1992,18/09/1992
811.18,COP,18/09/1993,20/09/1993
1038.9,COP,18/09/1996,18/09/1996
1241.83,COP,18/09/1997,18/09/1997
1531.49,COP,18/09/1998,18/09/1998
1987.08,COP,18/09/1999,20/09/1999
2342.18,COP,18/09/2001,18/09/2001
2783.44,COP,18/09/2002,18/09/2002
2823.28,COP,18/09/2003,18/09/2003
2518.3,COP,18/09/2004,20/09/2004
2130.66,COP,18/09/2007,18/09/2007
2139.14,COP,18/09/2008,18/09/2008
1962.6,COP,18/09/2009,18/09/2009
1806.76,COP,18/09/2010,20/09/2010
1799.77,COP,18/09/2012,18/09/2012
1914.12,COP,18/09/2013,18/09/2013
1975.47,COP,18/09/2014,18/09/2014
2975.13,COP,18/09/2015,18/09/2015
3013.38,COP,18/09/2018,18/09/2018
3380.92,COP,18/09/2019,18/09/2019
3714.65,COP,18/09/2020,18/09/2020
990.52,COP,18/10/1995,18/10/1995
1015.24,COP,18/10/1996,18/10/1996
1264.7,COP,18/10/1997,20/10/1997
2178.13,COP,18/10/2000,18/10/2000
2300.01,COP,18/10/2001,18/10/2001
2853.9,COP,18/10/2002,18/10/2002
2865.04,COP,18/10/2003,20/10/2003
2359.41,COP,18/10/2006,18/10/2006
1994.06,COP,18/10/2007,18/10/2007
2271.98,COP,18/10/2008,20/10/2008
1798.53,COP,18/10/2012,18/10/2012
1879.48,COP,18/10/2013,18/10/2013
2064.43,COP,18/10/2014,20/10/2014
2944.27,COP,18/10/2017,18/10/2017
3056.37,COP,18/10/2018,18/10/2018
3465.35,COP,18/10/2019,18/10/2019
730.11,COP,18/11/1992,18/11/1992
816.32,COP,18/11/1993,18/11/1993
830.49,COP,18/11/1994,18/11/1994
1002.63,COP,18/11/1995,20/11/1995
1583.29,COP,18/11/1998,18/11/1998
1946.27,COP,18/11/1999,18/11/1999
2122.63,COP,18/11/2000,20/11/2000
2523.41,COP,18/11/2004,18/11/2004
2277.99,COP,18/11/2005,18/11/2005
2285.65,COP,18/11/2006,20/11/2006
1966.22,COP,18/11/2009,18/11/2009
1875.78,COP,18/11/2010,18/11/2010
1910.83,COP,18/11/2011,18/11/2011
3069.24,COP,18/11/2015,18/11/2015
3135.65,COP,18/11/2016,18/11/2016
3003.19,COP,18/11/2017,20/11/2017
3635.19,COP,18/11/2020,18/11/2020
626.52,COP,18/12/1991,18/12/1991
732.54,COP,18/12/1992,18/12/1992
806.5,COP,18/12/1993,20/12/1993
1000.4,COP,18/12/1996,18/12/1996
1286.74,COP,18/12/1997,18/12/1997
1515.98,COP,18/12/1998,18/12/1998
1867.02,COP,18/12/1999,20/12/1999
2310.58,COP,18/12/2001,18/12/2001
2805.55,COP,18/12/2002,18/12/2002
2795.21,COP,18/12/2003,18/12/2003
2361.46,COP,18/12/2004,20/12/2004
2006.48,COP,18/12/2007,18/12/2007
2173.86,COP,18/12/2008,18/12/2008
2015.74,COP,18/12/2009,18/12/2009
1923.13,COP,18/12/2010,20/12/2010
1796.98,COP,18/12/2012,18/12/2012
1936.14,COP,18/12/2013,18/12/2013
2412.79,COP,18/12/2014,18/12/2014
3333.37,COP,18/12/2015,18/12/2015
3188.66,COP,18/12/2018,18/12/2018
3347.86,COP,18/12/2019,18/12/2019
747.2,COP,19/01/1993,19/01/1993
816.15,COP,19/01/1994,19/01/1994
850.26,COP,19/01/1995,19/01/1995
1015.1,COP,19/01/1996,19/01/1996
1580.4,COP,19/01/1999,19/01/1999
1928.51,COP,19/01/2000,19/01/2000
2246.74,COP,19/01/2001,19/01/2001
2269.76,COP,19/01/2002,21/01/2002
2371.77,COP,19/01/2005,19/01/2005
2271.55,COP,19/01/2006,19/01/2006
2226.06,COP,19/01/2007,19/01/2007
1968.13,COP,19/01/2008,22/01/2008
1864.64,COP,19/01/2011,19/01/2011
1827.24,COP,19/01/2012,19/01/2012
1767.74,COP,19/01/2013,22/01/2013
2934.58,COP,19/01/2017,19/01/2017
2836.85,COP,19/01/2018,19/01/2018
3120.56,COP,19/01/2019,22/01/2019
635.21,COP,19/02/1992,19/02/1992
752.47,COP,19/02/1993,19/02/1993
814.13,COP,19/02/1994,21/02/1994
1075.11,COP,19/02/1997,19/02/1997
1349.95,COP,19/02/1998,19/02/1998
1567.17,COP,19/02/1999,19/02/1999
1947.41,COP,19/02/2000,21/02/2000
2288.98,COP,19/02/2002,19/02/2002
2929.64,COP,19/02/2003,19/02/2003
2697.66,COP,19/02/2004,19/02/2004
2318.12,COP,19/02/2005,22/02/2005
2558.14,COP,19/02/2009,19/02/2009
1930.94,COP,19/02/2010,19/02/2010
1879.15,COP,19/02/2011,22/02/2011
2028.54,COP,19/02/2014,19/02/2014
2429.71,COP,19/02/2015,19/02/2015
3338.03,COP,19/02/2016,19/02/2016
