Fecha,Symbol,close_price
12/13/2005,.OMXHPI,8053.32
12/14/2005,.OMXHPI,8089.05
12/15/2005,.OMXHPI,8053.05
12/16/2005,.OMXHPI,8122.99
12/19/2005,.OMXHPI,8125.39
12/20/2005,.OMXHPI,8081.11
12/21/2005,.OMXHPI,8139.38
12/22/2005,.OMXHPI,8139.45
12/23/2005,.OMXHPI,8222.2
12/27/2005,.OMXHPI,8227.59
12/28/2005,.OMXHPI,8191.7
12/29/2005,.OMXHPI,8206.54
12/30/2005,.OMXHPI,8171.64
1/2/2006,.OMXHPI,8206.53
1/3/2006,.OMXHPI,8273.26
1/4/2006,.OMXHPI,8376.88
1/5/2006,.OMXHPI,8433.12
1/9/2006,.OMXHPI,8499.31
1/10/2006,.OMXHPI,8403.84
1/11/2006,.OMXHPI,8424.66
1/12/2006,.OMXHPI,8408.24
1/13/2006,.OMXHPI,8367.91
1/16/2006,.OMXHPI,8399.42
1/17/2006,.OMXHPI,8349.04
1/18/2006,.OMXHPI,8290.72
1/19/2006,.OMXHPI,8393.18
1/20/2006,.OMXHPI,8353.59
1/23/2006,.OMXHPI,8254.54
1/24/2006,.OMXHPI,8281.81
1/25/2006,.OMXHPI,8318.7
1/26/2006,.OMXHPI,8270.37
1/27/2006,.OMXHPI,8403.98
1/30/2006,.OMXHPI,8429.93
1/31/2006,.OMXHPI,8461.78
2/1/2006,.OMXHPI,8572.65
2/2/2006,.OMXHPI,8558.63
2/3/2006,.OMXHPI,8504.08
2/6/2006,.OMXHPI,8514.42
2/7/2006,.OMXHPI,8496.13
2/8/2006,.OMXHPI,8482.87
2/9/2006,.OMXHPI,8564.66
2/10/2006,.OMXHPI,8518.68
2/13/2006,.OMXHPI,8529.71
2/14/2006,.OMXHPI,8629.33
2/15/2006,.OMXHPI,8773.69
2/16/2006,.OMXHPI,8769.94
2/17/2006,.OMXHPI,8785.69
2/20/2006,.OMXHPI,8849.74
2/21/2006,.OMXHPI,8919.01
2/22/2006,.OMXHPI,8934.01
2/23/2006,.OMXHPI,8963.67
2/24/2006,.OMXHPI,8972.31
2/27/2006,.OMXHPI,9000.04
2/28/2006,.OMXHPI,8904.35
3/1/2006,.OMXHPI,8871.52
3/2/2006,.OMXHPI,8912.89
3/3/2006,.OMXHPI,8906.18
3/6/2006,.OMXHPI,8953.83
3/7/2006,.OMXHPI,8964.55
3/8/2006,.OMXHPI,9091.38
3/9/2006,.OMXHPI,9230.34
3/10/2006,.OMXHPI,9232.71
3/13/2006,.OMXHPI,9300.61
3/14/2006,.OMXHPI,9353.32
3/15/2006,.OMXHPI,9350.37
3/16/2006,.OMXHPI,9364.96
3/17/2006,.OMXHPI,9373.99
3/20/2006,.OMXHPI,9425.07
3/21/2006,.OMXHPI,9455.73
3/22/2006,.OMXHPI,9366.66
3/23/2006,.OMXHPI,9315.63
3/24/2006,.OMXHPI,9344.37
3/27/2006,.OMXHPI,9334.48
3/28/2006,.OMXHPI,9234.85
3/29/2006,.OMXHPI,9280.88
3/30/2006,.OMXHPI,9512.11
3/31/2006,.OMXHPI,9404.89
4/3/2006,.OMXHPI,9458.19
4/4/2006,.OMXHPI,9371.34
4/5/2006,.OMXHPI,9416.45
4/6/2006,.OMXHPI,9434.51
4/7/2006,.OMXHPI,9395.78
4/10/2006,.OMXHPI,9371.69
4/11/2006,.OMXHPI,9443.34
4/12/2006,.OMXHPI,9363.36
4/13/2006,.OMXHPI,9397.42
4/18/2006,.OMXHPI,9393.32
4/19/2006,.OMXHPI,9494.13
4/20/2006,.OMXHPI,9747.81
4/21/2006,.OMXHPI,9853.03
4/24/2006,.OMXHPI,9795.15
4/25/2006,.OMXHPI,9735.13
4/26/2006,.OMXHPI,9741.03
4/27/2006,.OMXHPI,9585.43
4/28/2006,.OMXHPI,9472.33
5/2/2006,.OMXHPI,9523
5/3/2006,.OMXHPI,9497.18
5/4/2006,.OMXHPI,9563.72
5/5/2006,.OMXHPI,9585.64
5/8/2006,.OMXHPI,9596.96
5/9/2006,.OMXHPI,9629.86
5/10/2006,.OMXHPI,9537.38
5/11/2006,.OMXHPI,9390.9
5/12/2006,.OMXHPI,9124.53
5/15/2006,.OMXHPI,9082.22
5/16/2006,.OMXHPI,9093.07
5/17/2006,.OMXHPI,8848.99
5/18/2006,.OMXHPI,8668.61
5/19/2006,.OMXHPI,8653.79
5/22/2006,.OMXHPI,8334.1
5/23/2006,.OMXHPI,8676.01
5/24/2006,.OMXHPI,8598.41
5/26/2006,.OMXHPI,8892.03
5/29/2006,.OMXHPI,8904.71
5/30/2006,.OMXHPI,8717.22
5/31/2006,.OMXHPI,8770.91
6/1/2006,.OMXHPI,8885.39
6/2/2006,.OMXHPI,8886.32
6/5/2006,.OMXHPI,8814.38
6/6/2006,.OMXHPI,8498.81
6/7/2006,.OMXHPI,8543.3
6/8/2006,.OMXHPI,8264.02
6/9/2006,.OMXHPI,8418.33
6/12/2006,.OMXHPI,8276.42
6/13/2006,.OMXHPI,8032.03
6/14/2006,.OMXHPI,8059.65
6/15/2006,.OMXHPI,8340.11
6/16/2006,.OMXHPI,8241.04
6/19/2006,.OMXHPI,8378.09
6/20/2006,.OMXHPI,8358.12
6/21/2006,.OMXHPI,8367.73
6/22/2006,.OMXHPI,8361.96
6/26/2006,.OMXHPI,8382.99
6/27/2006,.OMXHPI,8352.6
6/28/2006,.OMXHPI,8236.21
6/29/2006,.OMXHPI,8408.91
6/30/2006,.OMXHPI,8617.97
7/3/2006,.OMXHPI,8669.07
7/4/2006,.OMXHPI,8688.57
7/5/2006,.OMXHPI,8593.2
7/6/2006,.OMXHPI,8635.77
7/7/2006,.OMXHPI,8542.93
7/10/2006,.OMXHPI,8558.23
7/11/2006,.OMXHPI,8471.44
7/12/2006,.OMXHPI,8515.66
7/13/2006,.OMXHPI,8314.6
7/14/2006,.OMXHPI,8232.84
7/17/2006,.OMXHPI,8186.84
7/18/2006,.OMXHPI,8184.35
7/19/2006,.OMXHPI,8466
7/20/2006,.OMXHPI,8537.22
7/21/2006,.OMXHPI,8444.13
7/24/2006,.OMXHPI,8568.62
7/25/2006,.OMXHPI,8577.7
7/26/2006,.OMXHPI,8506.99
7/27/2006,.OMXHPI,8595.85
7/28/2006,.OMXHPI,8590.5
7/31/2006,.OMXHPI,8584.78
8/1/2006,.OMXHPI,8542.27
8/2/2006,.OMXHPI,8568.94
8/3/2006,.OMXHPI,8510.99
8/4/2006,.OMXHPI,8611.68
8/7/2006,.OMXHPI,8482.27
8/8/2006,.OMXHPI,8539.25
8/9/2006,.OMXHPI,8627.03
8/10/2006,.OMXHPI,8591.85
8/11/2006,.OMXHPI,8581.97
8/14/2006,.OMXHPI,8664.81
8/15/2006,.OMXHPI,8733.65
8/16/2006,.OMXHPI,8878.6
8/17/2006,.OMXHPI,8913.11
8/18/2006,.OMXHPI,8866.38
8/21/2006,.OMXHPI,8884.02
8/22/2006,.OMXHPI,8996.76
8/23/2006,.OMXHPI,8918.93
8/24/2006,.OMXHPI,8873.92
8/25/2006,.OMXHPI,8863.19
8/28/2006,.OMXHPI,8910.45
8/29/2006,.OMXHPI,8895.12
8/30/2006,.OMXHPI,8943.67
8/31/2006,.OMXHPI,8899.87
9/1/2006,.OMXHPI,8857.49
9/4/2006,.OMXHPI,8866.79
9/5/2006,.OMXHPI,8794.32
9/6/2006,.OMXHPI,8661.85
9/7/2006,.OMXHPI,8562.61
9/8/2006,.OMXHPI,8592.2
9/11/2006,.OMXHPI,8535.35
9/12/2006,.OMXHPI,8668.06
9/13/2006,.OMXHPI,8728.47
9/14/2006,.OMXHPI,8690.24
9/15/2006,.OMXHPI,8683.66
9/18/2006,.OMXHPI,8653.03
9/19/2006,.OMXHPI,8609.99
9/20/2006,.OMXHPI,8664.61
9/21/2006,.OMXHPI,8703.16
9/22/2006,.OMXHPI,8615.62
9/25/2006,.OMXHPI,8552.31
9/26/2006,.OMXHPI,8667.57
9/27/2006,.OMXHPI,8790.95
9/28/2006,.OMXHPI,8845.92
9/29/2006,.OMXHPI,8856.39
10/2/2006,.OMXHPI,8823.78
10/3/2006,.OMXHPI,8786.8
10/4/2006,.OMXHPI,8758.35
10/5/2006,.OMXHPI,8829.98
10/6/2006,.OMXHPI,8835.41
10/9/2006,.OMXHPI,8869.1
10/10/2006,.OMXHPI,8990.56
10/11/2006,.OMXHPI,9070.81
10/12/2006,.OMXHPI,9129.98
10/13/2006,.OMXHPI,9149.57
10/16/2006,.OMXHPI,9201.12
10/17/2006,.OMXHPI,9090.7
10/18/2006,.OMXHPI,9222.11
10/19/2006,.OMXHPI,9130.74
10/20/2006,.OMXHPI,9139.92
10/23/2006,.OMXHPI,9182.93
10/24/2006,.OMXHPI,9180.84
10/25/2006,.OMXHPI,9154.35
10/26/2006,.OMXHPI,9191.02
10/27/2006,.OMXHPI,9235.95
10/30/2006,.OMXHPI,9188.49
10/31/2006,.OMXHPI,9198.06
11/1/2006,.OMXHPI,9169.77
11/2/2006,.OMXHPI,9068.97
11/3/2006,.OMXHPI,9067.78
11/6/2006,.OMXHPI,9169.89
11/7/2006,.OMXHPI,9238.89
11/8/2006,.OMXHPI,9227.67
11/9/2006,.OMXHPI,9293.66
11/10/2006,.OMXHPI,9253.05
11/13/2006,.OMXHPI,9270.9
11/14/2006,.OMXHPI,9326.82
11/15/2006,.OMXHPI,9434.91
11/16/2006,.OMXHPI,9437.2
11/17/2006,.OMXHPI,9368.68
11/20/2006,.OMXHPI,9380.86
11/21/2006,.OMXHPI,9458.49
11/22/2006,.OMXHPI,9561.95
11/23/2006,.OMXHPI,9556.57
11/24/2006,.OMXHPI,9505.56
11/27/2006,.OMXHPI,9309.3
11/28/2006,.OMXHPI,9219.92
11/29/2006,.OMXHPI,9361.49
11/30/2006,.OMXHPI,9248.03
12/1/2006,.OMXHPI,9196.25
12/4/2006,.OMXHPI,9222.57
12/5/2006,.OMXHPI,9345.4
12/7/2006,.OMXHPI,9432.61
12/8/2006,.OMXHPI,9410.35
12/11/2006,.OMXHPI,9473.87
12/12/2006,.OMXHPI,9509.15
12/13/2006,.OMXHPI,9527.28
12/14/2006,.OMXHPI,9526.42
12/15/2006,.OMXHPI,9601
12/18/2006,.OMXHPI,9634.67
12/19/2006,.OMXHPI,9532.48
12/20/2006,.OMXHPI,9570.17
12/21/2006,.OMXHPI,9555.86
12/22/2006,.OMXHPI,9546.74
12/27/2006,.OMXHPI,9653.27
12/28/2006,.OMXHPI,9629.17
12/29/2006,.OMXHPI,9625.37
1/2/2007,.OMXHPI,9728.45
1/3/2007,.OMXHPI,9684.57
1/4/2007,.OMXHPI,9595.82
1/5/2007,.OMXHPI,9405.6
1/8/2007,.OMXHPI,9398.19
1/9/2007,.OMXHPI,9412.72
1/10/2007,.OMXHPI,9327.57
1/11/2007,.OMXHPI,9492.61
1/12/2007,.OMXHPI,9509.07
1/15/2007,.OMXHPI,9634.7
1/16/2007,.OMXHPI,9659.69
1/17/2007,.OMXHPI,9682.69
1/18/2007,.OMXHPI,9644.72
1/19/2007,.OMXHPI,9742.31
1/22/2007,.OMXHPI,9710.62
1/23/2007,.OMXHPI,9681.55
1/24/2007,.OMXHPI,9810.93
1/25/2007,.OMXHPI,9932.27
1/26/2007,.OMXHPI,9963.94
1/29/2007,.OMXHPI,10019.76
1/30/2007,.OMXHPI,10110.14
1/31/2007,.OMXHPI,10054.05
2/1/2007,.OMXHPI,10108.43
2/2/2007,.OMXHPI,10122.15
2/5/2007,.OMXHPI,10164.31
2/6/2007,.OMXHPI,10153.85
2/7/2007,.OMXHPI,10195.41
2/8/2007,.OMXHPI,10126.99
2/9/2007,.OMXHPI,10190.72
2/12/2007,.OMXHPI,10112.74
2/13/2007,.OMXHPI,10151.27
2/14/2007,.OMXHPI,10326.18
2/15/2007,.OMXHPI,10321.46
2/16/2007,.OMXHPI,10380.26
2/19/2007,.OMXHPI,10451.9
2/20/2007,.OMXHPI,10443.03
2/21/2007,.OMXHPI,10399.07
2/22/2007,.OMXHPI,10433.9
2/23/2007,.OMXHPI,10462.07
2/26/2007,.OMXHPI,10522.81
2/27/2007,.OMXHPI,10162.55
2/28/2007,.OMXHPI,9985.26
3/1/2007,.OMXHPI,9879.2
3/2/2007,.OMXHPI,9940.02
3/5/2007,.OMXHPI,9847.28
3/6/2007,.OMXHPI,9895.44
3/7/2007,.OMXHPI,10020.22
3/8/2007,.OMXHPI,10168.11
3/9/2007,.OMXHPI,10149.86
3/12/2007,.OMXHPI,10130.4
3/13/2007,.OMXHPI,10026.75
3/14/2007,.OMXHPI,9772.25
3/15/2007,.OMXHPI,9972.56
3/16/2007,.OMXHPI,10023.35
3/19/2007,.OMXHPI,10148.32
3/20/2007,.OMXHPI,10131.36
3/21/2007,.OMXHPI,10192.35
3/22/2007,.OMXHPI,10387.88
3/23/2007,.OMXHPI,10417.99
3/26/2007,.OMXHPI,10339.66
3/27/2007,.OMXHPI,10298.72
3/28/2007,.OMXHPI,10207.82
3/29/2007,.OMXHPI,10289.64
3/30/2007,.OMXHPI,10313
4/2/2007,.OMXHPI,10261.36
4/3/2007,.OMXHPI,10393.23
4/4/2007,.OMXHPI,10459.85
4/5/2007,.OMXHPI,10496.39
4/10/2007,.OMXHPI,10548.31
4/11/2007,.OMXHPI,10539.57
4/12/2007,.OMXHPI,10487.63
4/13/2007,.OMXHPI,10521.52
4/16/2007,.OMXHPI,10595.69
4/17/2007,.OMXHPI,10601.7
4/18/2007,.OMXHPI,10520.69
4/19/2007,.OMXHPI,10616.94
4/20/2007,.OMXHPI,10767.34
4/23/2007,.OMXHPI,10783.44
4/24/2007,.OMXHPI,10684.53
4/25/2007,.OMXHPI,10774.14
4/26/2007,.OMXHPI,10885.98
4/27/2007,.OMXHPI,10836.28
4/30/2007,.OMXHPI,10818.23
5/2/2007,.OMXHPI,10940.09
5/3/2007,.OMXHPI,10940.99
5/4/2007,.OMXHPI,10947.72
5/7/2007,.OMXHPI,10959
5/8/2007,.OMXHPI,10759.05
5/9/2007,.OMXHPI,10736.42
5/10/2007,.OMXHPI,10683.52
5/11/2007,.OMXHPI,10720.6
5/14/2007,.OMXHPI,10910.73
5/15/2007,.OMXHPI,10968.75
5/16/2007,.OMXHPI,11026.77
5/18/2007,.OMXHPI,11104.83
5/21/2007,.OMXHPI,11175.77
5/22/2007,.OMXHPI,11136.57
5/23/2007,.OMXHPI,11207.2
5/24/2007,.OMXHPI,11211.87
5/25/2007,.OMXHPI,11245.16
5/28/2007,.OMXHPI,11311.86
5/29/2007,.OMXHPI,11242.8
5/30/2007,.OMXHPI,11287.92
5/31/2007,.OMXHPI,11443.58
6/1/2007,.OMXHPI,11594.06
6/4/2007,.OMXHPI,11596.88
6/5/2007,.OMXHPI,11505.88
6/6/2007,.OMXHPI,11366.68
6/7/2007,.OMXHPI,11221.2
6/8/2007,.OMXHPI,11240.96
6/11/2007,.OMXHPI,11370.7
6/12/2007,.OMXHPI,11243.71
6/13/2007,.OMXHPI,11265.74
6/14/2007,.OMXHPI,11487.82
6/15/2007,.OMXHPI,11629.54
6/18/2007,.OMXHPI,11573.56
6/19/2007,.OMXHPI,11549.7
6/20/2007,.OMXHPI,11610.81
6/21/2007,.OMXHPI,11435.3
6/25/2007,.OMXHPI,11347.68
6/26/2007,.OMXHPI,11309.43
6/27/2007,.OMXHPI,11203.62
6/28/2007,.OMXHPI,11345.85
6/29/2007,.OMXHPI,11346.87
7/2/2007,.OMXHPI,11445.81
7/3/2007,.OMXHPI,11577.58
7/4/2007,.OMXHPI,11617.8
7/5/2007,.OMXHPI,11535.58
7/6/2007,.OMXHPI,11621.6
7/9/2007,.OMXHPI,11660.99
7/10/2007,.OMXHPI,11601.81
7/11/2007,.OMXHPI,11545.41
7/12/2007,.OMXHPI,11703.94
7/13/2007,.OMXHPI,11807.11
7/16/2007,.OMXHPI,11789.2
7/17/2007,.OMXHPI,11735.36
7/18/2007,.OMXHPI,11632.82
7/19/2007,.OMXHPI,11642.73
7/20/2007,.OMXHPI,11551.85
7/23/2007,.OMXHPI,11541.01
7/24/2007,.OMXHPI,11395.44
7/25/2007,.OMXHPI,11214.19
7/26/2007,.OMXHPI,10969.35
7/27/2007,.OMXHPI,11049.08
7/30/2007,.OMXHPI,11094.44
7/31/2007,.OMXHPI,11280.73
8/1/2007,.OMXHPI,11019.83
8/2/2007,.OMXHPI,11356.21
8/3/2007,.OMXHPI,11136.2
8/6/2007,.OMXHPI,10995.34
8/7/2007,.OMXHPI,11067.64
8/8/2007,.OMXHPI,11333.88
8/9/2007,.OMXHPI,11155.97
8/10/2007,.OMXHPI,10821.28
8/13/2007,.OMXHPI,11227.83
8/14/2007,.OMXHPI,11121.11
8/15/2007,.OMXHPI,10991.51
8/16/2007,.OMXHPI,10587.87
8/17/2007,.OMXHPI,10763.61
8/20/2007,.OMXHPI,10915.13
8/21/2007,.OMXHPI,10919.48
8/22/2007,.OMXHPI,11193.27
8/23/2007,.OMXHPI,11159.8
8/24/2007,.OMXHPI,11220.73
8/27/2007,.OMXHPI,11270.87
8/28/2007,.OMXHPI,11079.54
8/29/2007,.OMXHPI,11345.81
8/30/2007,.OMXHPI,11526.43
8/31/2007,.OMXHPI,11637.31
9/3/2007,.OMXHPI,11649.94
9/4/2007,.OMXHPI,11775.92
9/5/2007,.OMXHPI,11622.55
9/6/2007,.OMXHPI,11745.03
9/7/2007,.OMXHPI,11572.81
9/10/2007,.OMXHPI,11463.01
9/11/2007,.OMXHPI,11650.95
9/12/2007,.OMXHPI,11547.81
9/13/2007,.OMXHPI,11567.57
9/14/2007,.OMXHPI,11525.94
9/17/2007,.OMXHPI,11482.02
9/18/2007,.OMXHPI,11645.34
9/19/2007,.OMXHPI,12105.17
9/20/2007,.OMXHPI,12014.95
9/21/2007,.OMXHPI,12158
9/24/2007,.OMXHPI,12140.01
9/25/2007,.OMXHPI,11997.02
9/26/2007,.OMXHPI,12208.09
9/27/2007,.OMXHPI,12305.23
9/28/2007,.OMXHPI,12290.15
10/1/2007,.OMXHPI,12220.09
10/2/2007,.OMXHPI,12223.47
10/3/2007,.OMXHPI,12171.08
10/4/2007,.OMXHPI,12006.07
10/5/2007,.OMXHPI,12099.3
10/8/2007,.OMXHPI,12057.68
10/9/2007,.OMXHPI,12077.64
10/10/2007,.OMXHPI,12147.41
10/11/2007,.OMXHPI,12354.98
10/12/2007,.OMXHPI,12203.67
10/15/2007,.OMXHPI,12002.97
10/16/2007,.OMXHPI,11817.85
10/17/2007,.OMXHPI,12026.99
10/18/2007,.OMXHPI,12140.15
10/19/2007,.OMXHPI,12115.39
10/22/2007,.OMXHPI,11973.02
10/23/2007,.OMXHPI,12163.03
10/24/2007,.OMXHPI,12166.13
10/25/2007,.OMXHPI,12353.44
10/26/2007,.OMXHPI,12429.74
10/29/2007,.OMXHPI,12512.45
10/30/2007,.OMXHPI,12470.44
10/31/2007,.OMXHPI,12525.87
11/1/2007,.OMXHPI,12466.17
11/2/2007,.OMXHPI,12454.81
11/5/2007,.OMXHPI,12398.22
11/6/2007,.OMXHPI,12588.06
11/7/2007,.OMXHPI,12656.77
11/8/2007,.OMXHPI,12364.04
11/9/2007,.OMXHPI,12033.38
11/12/2007,.OMXHPI,11922.08
11/13/2007,.OMXHPI,11874.07
11/14/2007,.OMXHPI,11966.06
11/15/2007,.OMXHPI,11831.71
11/16/2007,.OMXHPI,11714.77
11/19/2007,.OMXHPI,11570.05
11/20/2007,.OMXHPI,11726.57
11/21/2007,.OMXHPI,11348.04
11/22/2007,.OMXHPI,11387.68
11/23/2007,.OMXHPI,11497.2
11/26/2007,.OMXHPI,11581.18
11/27/2007,.OMXHPI,11358.23
11/28/2007,.OMXHPI,11720.1
11/29/2007,.OMXHPI,11796.53
11/30/2007,.OMXHPI,11910.56
12/3/2007,.OMXHPI,11920.56
12/4/2007,.OMXHPI,11587.03
12/5/2007,.OMXHPI,11764.54
12/7/2007,.OMXHPI,11848.7
12/10/2007,.OMXHPI,11941.21
12/11/2007,.OMXHPI,11928.79
12/12/2007,.OMXHPI,11918.57
12/13/2007,.OMXHPI,11608.33
12/14/2007,.OMXHPI,11615.38
12/17/2007,.OMXHPI,11319.8
12/18/2007,.OMXHPI,11210.33
12/19/2007,.OMXHPI,11232.7
12/20/2007,.OMXHPI,11326.33
12/21/2007,.OMXHPI,11619.2
12/27/2007,.OMXHPI,11596.49
12/28/2007,.OMXHPI,11598.42
1/2/2008,.OMXHPI,11461.22
1/3/2008,.OMXHPI,11506.04
1/4/2008,.OMXHPI,11180.88
1/7/2008,.OMXHPI,10898.36
1/8/2008,.OMXHPI,10949.51
1/9/2008,.OMXHPI,10686.64
1/10/2008,.OMXHPI,10590.98
1/11/2008,.OMXHPI,10560.93
1/14/2008,.OMXHPI,10680.38
1/15/2008,.OMXHPI,10480.4
1/16/2008,.OMXHPI,10277.89
1/17/2008,.OMXHPI,10239.68
1/18/2008,.OMXHPI,10034.87
1/21/2008,.OMXHPI,9500.76
1/22/2008,.OMXHPI,9682.55
1/23/2008,.OMXHPI,9487.33
1/24/2008,.OMXHPI,10365.23
1/25/2008,.OMXHPI,10570.03
1/28/2008,.OMXHPI,10306.29
1/29/2008,.OMXHPI,10435.14
1/30/2008,.OMXHPI,10430.19
1/31/2008,.OMXHPI,10518.03
2/1/2008,.OMXHPI,10798.64
2/4/2008,.OMXHPI,10876.91
2/5/2008,.OMXHPI,10413.07
2/6/2008,.OMXHPI,10538.15
2/7/2008,.OMXHPI,10319.91
2/8/2008,.OMXHPI,10444.23
2/11/2008,.OMXHPI,10483.99
2/12/2008,.OMXHPI,10863.79
2/13/2008,.OMXHPI,10835.56
2/14/2008,.OMXHPI,10802
2/15/2008,.OMXHPI,10597.46
2/18/2008,.OMXHPI,10851.31
2/19/2008,.OMXHPI,10851.26
2/20/2008,.OMXHPI,10791.36
2/21/2008,.OMXHPI,10824.86
2/22/2008,.OMXHPI,10697.54
2/25/2008,.OMXHPI,10868.99
2/26/2008,.OMXHPI,11020.29
2/27/2008,.OMXHPI,11055.19
2/28/2008,.OMXHPI,10917.7
2/29/2008,.OMXHPI,10656.4
3/3/2008,.OMXHPI,10394.22
3/4/2008,.OMXHPI,10110.81
3/5/2008,.OMXHPI,10334.65
3/6/2008,.OMXHPI,10171.81
3/7/2008,.OMXHPI,10075.72
3/10/2008,.OMXHPI,9907.95
3/11/2008,.OMXHPI,9813.18
3/12/2008,.OMXHPI,9936.84
3/13/2008,.OMXHPI,9854.2
3/14/2008,.OMXHPI,9730.9
3/17/2008,.OMXHPI,9355.35
3/18/2008,.OMXHPI,9656.13
3/19/2008,.OMXHPI,9384.49
3/20/2008,.OMXHPI,9190.48
3/25/2008,.OMXHPI,9666.07
3/26/2008,.OMXHPI,9686.94
3/27/2008,.OMXHPI,9724.97
3/28/2008,.OMXHPI,9751.61
3/31/2008,.OMXHPI,9757.66
4/1/2008,.OMXHPI,10178.31
4/2/2008,.OMXHPI,10150.08
4/3/2008,.OMXHPI,10039.53
4/4/2008,.OMXHPI,10004.69
4/7/2008,.OMXHPI,10114.2
4/8/2008,.OMXHPI,10012.61
4/9/2008,.OMXHPI,9896.55
4/10/2008,.OMXHPI,9818.64
4/11/2008,.OMXHPI,9722.35
4/14/2008,.OMXHPI,9638.96
4/15/2008,.OMXHPI,9643.27
4/16/2008,.OMXHPI,9911.57
4/17/2008,.OMXHPI,9347.45
4/18/2008,.OMXHPI,9446.89
4/21/2008,.OMXHPI,9449.83
4/22/2008,.OMXHPI,9362.39
4/23/2008,.OMXHPI,9424.63
4/24/2008,.OMXHPI,9344.78
4/25/2008,.OMXHPI,9548.7
4/28/2008,.OMXHPI,9622.65
4/29/2008,.OMXHPI,9586.13
4/30/2008,.OMXHPI,9729.21
5/2/2008,.OMXHPI,9798.87
5/5/2008,.OMXHPI,9772.55
5/6/2008,.OMXHPI,9709.93
5/7/2008,.OMXHPI,9936.06
5/8/2008,.OMXHPI,9838.19
5/9/2008,.OMXHPI,9687.43
5/12/2008,.OMXHPI,9720.94
5/13/2008,.OMXHPI,9725.37
5/14/2008,.OMXHPI,9816.37
5/15/2008,.OMXHPI,9743.05
5/16/2008,.OMXHPI,9865.82
5/19/2008,.OMXHPI,10091.77
5/20/2008,.OMXHPI,9861.45
5/21/2008,.OMXHPI,9817.86
5/22/2008,.OMXHPI,9839.71
5/23/2008,.OMXHPI,9652.53
5/26/2008,.OMXHPI,9590.35
5/27/2008,.OMXHPI,9551.47
5/28/2008,.OMXHPI,9643.71
5/29/2008,.OMXHPI,9665.78
5/30/2008,.OMXHPI,9783.65
6/2/2008,.OMXHPI,9644.91
6/3/2008,.OMXHPI,9711.04
6/4/2008,.OMXHPI,9590.5
6/5/2008,.OMXHPI,9473.16
6/6/2008,.OMXHPI,9311.38
6/9/2008,.OMXHPI,9266.91
6/10/2008,.OMXHPI,9181.57
6/11/2008,.OMXHPI,9022.38
6/12/2008,.OMXHPI,9016.89
6/13/2008,.OMXHPI,9091.75
6/16/2008,.OMXHPI,9070.4
6/17/2008,.OMXHPI,9085.47
6/18/2008,.OMXHPI,8981.43
6/19/2008,.OMXHPI,8813.79
6/23/2008,.OMXHPI,8636.2
6/24/2008,.OMXHPI,8594.5
6/25/2008,.OMXHPI,8838.35
6/26/2008,.OMXHPI,8608.06
6/27/2008,.OMXHPI,8520.78
6/30/2008,.OMXHPI,8576.92
7/1/2008,.OMXHPI,8400.67
7/2/2008,.OMXHPI,8295.31
7/3/2008,.OMXHPI,8359.06
7/4/2008,.OMXHPI,8264.3
7/7/2008,.OMXHPI,8396.32
7/8/2008,.OMXHPI,8256.47
7/9/2008,.OMXHPI,8435.5
7/10/2008,.OMXHPI,8344.53
7/11/2008,.OMXHPI,8262.92
7/14/2008,.OMXHPI,8228.93
